交易編號,會員卡號,店號,交易日期,小分類名稱,貨號,貨名,數量,售價,金額,總金額,,,1/1/10 
5126,1910,1051,00990814,411202  ,0000030015008,味全生技大豆精萃plus60顆                ,1,176.00,176,1784,,,
5126,1910,1051,00990814,411202  ,0000030015008,味全生技大豆精萃plus60顆                ,1,175.00,175,1784,,,
5126,1910,1051,00990814,411202  ,0000030015008,味全生技大豆精萃plus60顆                ,1,175.00,175,1784,,,
5126,1910,1051,00990814,411202  ,0000030015008,味全生技大豆精萃plus60顆                ,1,175.00,175,1784,,,
5126,1910,1051,00990814,530101  ,0000010021565,池農池上米-5kg                          ,1,307.00,307,1784,,,
5126,1910,1051,00990814,530101  ,0000010021565,池農池上米-5kg                          ,1,307.00,307,1784,,,
5142,1265,1051,00980304,120108  ,0000000006833,台灣黑毛豬粗絞肉                        ,1,85.00,85,1439,,,
5142,1265,1051,00980304,220101  ,0000000010221,台灣香蕉                                ,1,63.00,63,1439,,,
5142,1265,1051,00980304,310201  ,0000010043005,統一LP33機能優酪乳-900ml                ,1,71.00,71,1439,,,
5142,1265,1051,00980304,310402  ,0000010001913,統一布丁-3入                            ,1,27.00,27,1439,,,
5142,1265,1051,00980304,310403  ,0000010050302,寒天涼糕-黑糖                           ,1,26.00,26,1439,,,
5142,1265,1051,00980304,310403  ,0000010076401,盛香珍寒天涼糕160g                      ,1,26.00,26,1439,,,
5142,1265,1051,00980304,310503  ,0000010001947,光泉PE米漿936ml                         ,1,31.00,31,1439,,,
5142,1265,1051,00980304,310503  ,0000010001947,光泉PE米漿936ml                         ,1,32.00,32,1439,,,
5142,1265,1051,00980304,310804  ,0000010066272,金品白醬雞肉焗飯390g                    ,1,49.00,49,1439,,,
5142,1265,1051,00980304,310804  ,0000010066272,金品白醬雞肉焗飯390g                    ,1,49.00,49,1439,,,
5142,1265,1051,00980304,310804  ,0000010066272,金品白醬雞肉焗飯390g                    ,1,49.00,49,1439,,,
5142,1265,1051,00980304,310903  ,0000030002071,明治北海道牛奶雪派                      ,1,99.00,99,1439,,,
5142,1265,1051,00980304,410201  ,0000010051092,西螺名產蘭級正蔭油膏-420g               ,1,126.00,126,1439,,,
5142,1265,1051,00980304,420102  ,0000010036248,好麗友提拉米蘇派-138g                   ,1,58.00,58,1439,,,
5142,1265,1051,00980304,420302  ,0000010010564,樂事波樂洋芋片(香酥雞腿)-60g            ,1,22.00,22,1439,,,
5142,1265,1051,00980304,420307  ,0000030009102,台糖安心豚原味細絲-150g                 ,1,121.00,121,1439,,,
5142,1265,1051,00980304,420307  ,0000030009100,台糖安心豚泰式檸香豚肉乾-150g           ,1,135.00,135,1439,,,
5142,1265,1051,00980304,420403  ,0000030002885,力特律動白巧克力(榛果仁)-100g           ,1,67.00,67,1439,,,
5142,1265,1051,00980304,510601  ,0000030001081,毛寶全效強淨洗衣精3000G                 ,1,130.00,130,1439,,,
5142,1265,1051,00980304,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,1439,,,
5142,1265,1051,00980304,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,1439,,,
5142,1265,1051,00980304,530101  ,0000010044068,上品池豐米4kg                           ,1,169.00,169,1439,,,
5143,1265,1051,00980425,220203  ,0000000004219,台灣長治木瓜                            ,1,76.00,76,395,,,
5143,1265,1051,00980425,310502  ,0000030000453,愛之味寒天黑糖冬瓜980g                  ,1,55.00,55,395,,,
5143,1265,1051,00980425,310502  ,0000030000453,愛之味寒天黑糖冬瓜980g                  ,1,55.00,55,395,,,
5143,1265,1051,00980425,420403  ,0000010052615,77迷你乳加_175g                         ,1,50.00,50,395,,,
5143,1265,1051,00980425,530101  ,0000010060617,三好香米3.4KG                           ,1,159.00,159,395,,,
5144,1265,1051,00980607,120105  ,0000000006270,台灣豚軟骨                              ,1,61.00,61,981,,,
5144,1265,1051,00980607,310402  ,0000010070635,統一大布丁180g*3                        ,1,48.00,48,981,,,
5144,1265,1051,00980607,310802  ,0000010045425,春豐新竹香菇貢丸 500g                   ,1,78.00,78,981,,,
5144,1265,1051,00980607,310903  ,0000010041775,明治北海道紅豆雪糕                      ,1,65.00,65,981,,,
5144,1265,1051,00980607,310903  ,0000010061236,明治北海道白色情人雪糕                  ,1,65.00,65,981,,,
5144,1265,1051,00980607,311002  ,0000010063985,度小月松花溏心皮蛋6入                   ,1,87.00,87,981,,,
5144,1265,1051,00980607,410201  ,0000010061963,黑龍春蘭黑豆蔭油(清)400ml               ,1,101.00,101,981,,,
5144,1265,1051,00980607,410401  ,0000010046413,SB金咖哩甘口桔黃色220G(恩)              ,1,114.00,114,981,,,
5144,1265,1051,00980607,420307  ,0000010011852,黃日香素食豆乾130g                      ,1,26.00,26,981,,,
5144,1265,1051,00980607,420307  ,0000010011852,黃日香素食豆乾130g                      ,1,26.00,26,981,,,
5144,1265,1051,00980607,420307  ,0000010011852,黃日香素食豆乾130g                      ,1,26.00,26,981,,,
5144,1265,1051,00980607,420403  ,0000010009695,甘百世牛奶巧克力-45g                    ,1,13.00,13,981,,,
5144,1265,1051,00980607,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,981,,,
5144,1265,1051,00980607,530101  ,0000010021528,大橋越光米 -3kg                         ,1,269.00,269,981,,,
5145,1265,1051,00980816,120108  ,0000000006832,台灣黑毛豬絞肉                          ,1,79.00,79,639,,,
5145,1265,1051,00980816,120108  ,0000000006832,台灣黑毛豬絞肉                          ,1,72.00,72,639,,,
5145,1265,1051,00980816,310802  ,0000010045425,春豐新竹香菇貢丸 500g                   ,1,89.00,89,639,,,
5145,1265,1051,00980816,310804  ,0000030009876,里港文富餛飩300g                        ,1,79.00,79,639,,,
5145,1265,1051,00980816,420307  ,0000010011852,黃日香素食豆乾130g                      ,1,29.00,29,639,,,
5145,1265,1051,00980816,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,639,,,
5145,1265,1051,00980816,530101  ,0000010021528,大橋越光米 -3kg                         ,1,289.00,289,639,,,
5146,1265,1051,00990103,310801  ,0000010074740,灣仔碼頭手工水餃(高麗菜豬肉)450g        ,1,108.00,108,791,,,
5146,1265,1051,00990103,310801  ,0000010074740,灣仔碼頭手工水餃(高麗菜豬肉)450g        ,1,108.00,108,791,,,
5146,1265,1051,00990103,420306  ,0000030011765,山悅豪華綜合堅果-105g                   ,1,89.00,89,791,,,
5146,1265,1051,00990103,510602  ,0000010012880,毛寶熱水瓶洗淨劑*3-25g                  ,1,75.00,75,791,,,
5146,1265,1051,00990103,510603  ,0000030006618,浴廁魔術靈除霉漂潔-噴槍瓶400ml          ,1,120.00,120,791,,,
5146,1265,1051,00990103,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,791,,,
5146,1265,1051,00990103,530101  ,0000010021528,大橋越光米 -3kg                         ,1,289.00,289,791,,,
5147,1265,1051,00990314,120108  ,0000000006832,台灣黑毛豬絞肉                          ,1,69.00,69,2032,,,
5147,1265,1051,00990314,120108  ,0000000006832,台灣黑毛豬絞肉                          ,1,72.00,72,2032,,,
5147,1265,1051,00990314,210702  ,0000030010028,屏東萬丹紅豆                            ,1,110.00,110,2032,,,
5147,1265,1051,00990314,310101  ,0000010056737,福樂北海道限量優質牛乳 1892ml           ,1,125.00,125,2032,,,
5147,1265,1051,00990314,310503  ,0000030009309,愛之味蜂蜜燕麥970g                      ,1,67.00,67,2032,,,
5147,1265,1051,00990314,310801  ,0000010074740,灣仔碼頭手工水餃(高麗菜豬肉)450g        ,1,89.00,89,2032,,,
5147,1265,1051,00990314,310801  ,0000010074740,灣仔碼頭手工水餃(高麗菜豬肉)450g        ,1,89.00,89,2032,,,
5147,1265,1051,00990314,310801  ,0000010074740,灣仔碼頭手工水餃(高麗菜豬肉)450g        ,1,89.00,89,2032,,,
5147,1265,1051,00990314,310801  ,0000010074740,灣仔碼頭手工水餃(高麗菜豬肉)450g        ,1,89.00,89,2032,,,
5147,1265,1051,00990314,310902  ,0000010004287,小美紅豆粉粿-5支                        ,1,78.00,78,2032,,,
5147,1265,1051,00990314,311001  ,0000010066867,啟信鄉野土雞蛋6粒                       ,1,43.00,43,2032,,,
5147,1265,1051,00990314,410207  ,0000010007047,味全優比千島調味醬200g                  ,1,45.00,45,2032,,,
5147,1265,1051,00990314,410601  ,0000010060365,統一拉麵道袋麵和風牛骨-90g*4入          ,1,69.00,69,2032,,,
5147,1265,1051,00990314,420307  ,0000010011852,黃日香素食豆乾130g                      ,1,29.00,29,2032,,,
5147,1265,1051,00990314,420307  ,0000010011852,黃日香素食豆乾130g                      ,1,29.00,29,2032,,,
5147,1265,1051,00990314,420401  ,0000030013463,義美日式牛奶糖(紅豆)-95g                ,1,32.00,32,2032,,,
5147,1265,1051,00990314,420401  ,0000010043698,原味巡禮水羊羹(紅豆)200g                ,1,32.00,32,2032,,,
5147,1265,1051,00990314,420401  ,0000010043698,原味巡禮水羊羹(紅豆)200g                ,1,32.00,32,2032,,,
5147,1265,1051,00990314,510401  ,0000030008269,TSUBAKI黃金修護洗髮乳550ml              ,1,260.00,260,2032,,,
5147,1265,1051,00990314,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,2,2.00,4,2032,,,
5147,1265,1051,00990314,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,2032,,,
5147,1265,1051,00990314,530101  ,0000010021528,大橋越光米 -3kg                         ,2,289.00,578,2032,,,
5148,1265,1051,00990912,530101  ,0000010021528,大橋越光米 -3kg                         ,1,289.00,289,289,,,
5149,1266,1051,00991121,530101  ,0000010077942,中興特優級優健長米-4kg                  ,1,149.00,149,149,,,
5475,1574,1051,00980114,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,97.00,97,686,,,
5475,1574,1051,00980114,310801  ,0000010035753,統一手工水餃豬肉-900g                   ,1,116.00,116,686,,,
5475,1574,1051,00980114,310801  ,0000030001996,奇美手工韭菜水餃45入                    ,1,98.00,98,686,,,
5475,1574,1051,00980114,311001  ,0000030004582,農佳洗選蛋(10入)                        ,1,43.00,43,686,,,
5475,1574,1051,00980114,311001  ,0000030004582,農佳洗選蛋(10入)                        ,1,43.00,43,686,,,
5475,1574,1051,00980114,410501  ,0000010005155,味全紅燒鰻(易)-100g                     ,2,29.00,58,686,,,
5475,1574,1051,00980114,410503  ,0000010059010,綠巨人珍珠玉米粒-12oz                   ,1,43.00,43,686,,,
5475,1574,1051,00980114,410503  ,0000010059010,綠巨人珍珠玉米粒-12oz                   ,1,43.00,43,686,,,
5475,1574,1051,00980114,530101  ,0000010044068,上品池豐米4kg                           ,1,145.00,145,686,,,
5476,1574,1051,00980208,210101  ,0000010001073,台灣茼萵                                ,1,22.00,22,527,,,
5476,1574,1051,00980208,210501  ,0000000005531,台灣紅蔥頭                              ,1,39.00,39,527,,,
5476,1574,1051,00980208,221107  ,0000000005082,台灣大湖草莓(250g/盒)                   ,1,79.00,79,527,,,
5476,1574,1051,00980208,410203  ,0000010006601,可果美蕃茄醬 -柔軟瓶300g                ,1,38.00,38,527,,,
5476,1574,1051,00980208,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,527,,,
5477,1574,1051,00980323,410503  ,0000010059010,綠巨人珍珠玉米粒-12oz                   ,3,42.00,126,771,,,
5477,1574,1051,00980323,512201  ,0000030008924,台北市專用垃圾袋(中)33L                 ,1,297.00,0,771,,,
5477,1574,1051,00980323,530101  ,0000010078770,池農良質米-3KG                          ,1,179.00,179,771,,,
5477,1574,1051,00980323,530102  ,0000030007446,米圃精選糙米-2KG                        ,1,169.00,169,771,,,
5478,1574,1051,00980415,411302  ,0000010005887,雀巢檸檬茶-1500ml                       ,1,30.00,30,619,,,
5478,1574,1051,00980415,411307  ,0000010005447,優鮮沛27%蔓越莓汁64oz                   ,1,90.00,90,619,,,
5478,1574,1051,00980415,420102  ,0000010010029,蜜蘭諾鬆塔-128g                         ,1,37.00,37,619,,,
5478,1574,1051,00980415,420102  ,0000010010029,蜜蘭諾鬆塔-128g                         ,1,38.00,38,619,,,
5478,1574,1051,00980415,420301  ,0000030009231,旺旺哎有波浪切脆米片(奶焗香蔥)-55g      ,1,12.00,12,619,,,
5478,1574,1051,00980415,420301  ,0000030009232,旺旺哎有波浪切脆米片(京醬串燒)-55g      ,1,13.00,13,619,,,
5478,1574,1051,00980415,420301  ,0000010037050,一定要吃小小酥(原味)-35g*2              ,1,24.00,24,619,,,
5478,1574,1051,00980415,420301  ,0000010010033,宜蘭旺旺仙貝-大 112g                    ,1,42.00,42,619,,,
5478,1574,1051,00980415,420304  ,0000010022303,浪味仙(蔬菜口味)_56g                    ,1,16.00,16,619,,,
5478,1574,1051,00980415,511001  ,0000010020039,160cc膠杯-40入                          ,1,20.00,20,619,,,
5478,1574,1051,00980415,530101  ,0000010077941,中興金饌中興米-4kg                      ,3,99.00,297,619,,,
5479,1574,1051,00980617,221103  ,0000000004139,台灣玉井愛文芒果-粒                     ,1,69.00,69,218,,,
5479,1574,1051,00980617,530101  ,0000010066930,三好長鮮米_4kg                          ,1,149.00,149,218,,,
5480,1574,1051,00980714,310801  ,0000010073802,及第水餃(豬肉)1080g                     ,1,109.00,109,310,,,
5480,1574,1051,00980714,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,310,,,
5480,1574,1051,00980714,530101  ,0000010021551,金墩池e香米(三星一級品)4.5kg            ,1,199.00,199,310,,,
5481,1574,1051,00980816,420304  ,0000010010357,可樂果豌豆酥-70g                        ,1,17.00,17,156,,,
5481,1574,1051,00980816,530101  ,0000030011742,米圃精饌米-4kg                          ,1,139.00,139,156,,,
5482,1574,1051,00980815,110501  ,0000000010032,阿根廷野生魷魚干                        ,1,180.00,180,960,,,
5482,1574,1051,00980815,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,117.00,117,960,,,
5482,1574,1051,00980815,310102  ,0000010059875,光泉脫脂鮮乳 1892ml                     ,1,115.00,115,960,,,
5482,1574,1051,00980815,310801  ,0000030010814,冰冰好料理手工霸王餃-高麗菜豬肉         ,1,115.00,115,960,,,
5482,1574,1051,00980815,311001  ,0000010028638,EGG冠軍蛋(L)                            ,2,50.00,100,960,,,
5482,1574,1051,00980815,410607  ,0000010008388,日正新竹米粉 300g                       ,2,29.00,58,960,,,
5482,1574,1051,00980815,420102  ,0000010010175,義美草莓小泡芙-57g                      ,2,24.00,48,960,,,
5482,1574,1051,00980815,420102  ,0000010010174,義美巧克力小泡芙-57g                    ,2,24.00,48,960,,,
5482,1574,1051,00980815,530101  ,0000010070697,金墩池e圓米(一級品)4kg                  ,1,179.00,179,960,,,
5483,1574,1051,00980918,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,349,,,
5484,1574,1051,00981007,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,100.00,100,947,,,
5484,1574,1051,00981007,221107  ,0000000010121,台灣小蕃茄聖女                          ,1,98.00,98,947,,,
5484,1574,1051,00981007,310801  ,0000010073802,及第水餃(豬肉)1080g                     ,1,109.00,109,947,,,
5484,1574,1051,00981007,410103  ,0000010077884,健康廚房橄欖油750ml                     ,1,207.00,207,947,,,
5484,1574,1051,00981007,510601  ,0000010013603,一匙靈制菌洗衣粉-2kg                    ,1,118.00,118,947,,,
5484,1574,1051,00981007,530101  ,0000010046468,正宗池上壽司米5KG                       ,1,315.00,315,947,,,
5485,1574,1051,00981101,110605  ,0000000004450,冰島鱈魚厚切片                          ,1,138.00,138,1307,,,
5485,1574,1051,00981101,120101  ,0000000007013,台灣黑毛豬胛心肉塊去皮                  ,1,79.00,79,1307,,,
5485,1574,1051,00981101,120101  ,0000000007013,台灣黑毛豬胛心肉塊去皮                  ,1,83.00,83,1307,,,
5485,1574,1051,00981101,120101  ,0000000007013,台灣黑毛豬胛心肉塊去皮                  ,1,99.00,99,1307,,,
5485,1574,1051,00981101,120203  ,0000000006322,台灣黃金雞土雞塊                        ,1,179.00,179,1307,,,
5485,1574,1051,00981101,210201  ,0000000005392,日本山藥(支)                            ,1,199.00,199,1307,,,
5485,1574,1051,00981101,410205  ,0000010051792,康寶原味鮮味炒手-500g                   ,1,109.00,109,1307,,,
5485,1574,1051,00981101,410302  ,0000010008338,日正雪蓮子150g                          ,1,72.00,72,1307,,,
5485,1574,1051,00981101,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,1307,,,
5486,1574,1051,00981122,110402  ,0000010066356,台灣華昇魚板                            ,1,88.00,88,1281,,,
5486,1574,1051,00981122,110605  ,0000000004450,冰島鱈魚厚切片                          ,1,148.00,148,1281,,,
5486,1574,1051,00981122,110605  ,0000000004450,冰島鱈魚厚切片                          ,1,148.00,148,1281,,,
5486,1574,1051,00981122,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,113.00,113,1281,,,
5486,1574,1051,00981122,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,113.00,113,1281,,,
5486,1574,1051,00981122,220801  ,0000000006211,台灣巨峰葡萄-700g                       ,1,89.00,89,1281,,,
5486,1574,1051,00981122,220901  ,0000000004056,台灣椪柑23A-8入                         ,1,55.00,55,1281,,,
5486,1574,1051,00981122,310602  ,0000010030915,義美油豆腐220G                          ,1,43.00,43,1281,,,
5486,1574,1051,00981122,310802  ,0000010038545,義美豬肉貢丸-430g                       ,1,135.00,135,1281,,,
5486,1574,1051,00981122,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,1281,,,
5487,1574,1051,00981209,110605  ,0000000004450,冰島鱈魚厚切片                          ,1,119.00,119,1115,,,
5487,1574,1051,00981209,110605  ,0000000004450,冰島鱈魚厚切片                          ,1,119.00,119,1115,,,
5487,1574,1051,00981209,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,114.00,114,1115,,,
5487,1574,1051,00981209,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,112.00,112,1115,,,
5487,1574,1051,00981209,510102  ,0000030000730,可立雅抽取衛生紙120抽10入               ,2,125.00,250,1115,,,
5487,1574,1051,00981209,511001  ,0000010030184,牙爽改良式牙籤(罐裝)-200支              ,1,52.00,52,1115,,,
5487,1574,1051,00981209,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,1115,,,
5488,1574,1051,00990119,220801  ,0000000006211,台灣巨峰葡萄-700g                       ,2,99.00,198,772,,,
5488,1574,1051,00990119,311001  ,0000030004582,農佳洗選蛋(10入)                        ,1,48.00,48,772,,,
5488,1574,1051,00990119,311001  ,0000030004582,農佳洗選蛋(10入)                        ,1,48.00,48,772,,,
5488,1574,1051,00990119,410201  ,0000010035429,味全甘醇油膏-500cc                      ,1,39.00,39,772,,,
5488,1574,1051,00990119,410503  ,0000030007968,綠巨人天然特甜玉米粒311g*3              ,1,99.00,99,772,,,
5488,1574,1051,00990119,420102  ,0000010010174,義美巧克力小泡芙-57g                    ,2,22.50,45,772,,,
5488,1574,1051,00990119,530101  ,0000010039507,多力米4KG                               ,1,295.00,295,772,,,
5489,1574,1051,00990302,530101  ,0000030011742,米圃精饌米-4kg                          ,1,155.00,155,155,,,
5490,1574,1051,00990320,120101  ,0000000006141,台灣豚胛心肉塊                          ,1,89.00,89,1182,,,
5490,1574,1051,00990320,310602  ,0000010030915,義美油豆腐220G                          ,1,42.00,42,1182,,,
5490,1574,1051,00990320,310801  ,0000030011644,台糖45粒裝高麗菜手工水餃                ,1,168.00,168,1182,,,
5490,1574,1051,00990320,310801  ,0000030011644,台糖45粒裝高麗菜手工水餃                ,1,168.00,168,1182,,,
5490,1574,1051,00990320,310802  ,0000010056968,桂冠魚餃                                ,1,42.00,42,1182,,,
5490,1574,1051,00990320,310802  ,0000010056968,桂冠魚餃                                ,1,42.00,42,1182,,,
5490,1574,1051,00990320,410504  ,0000030004795,新東陽精緻豬肉鬆235g                    ,1,199.00,199,1182,,,
5490,1574,1051,00990320,510104  ,0000010035986,柔情廚房紙巾                            ,1,79.00,79,1182,,,
5490,1574,1051,00990320,511001  ,0000010030184,牙爽改良式牙籤(罐裝)-200支              ,1,58.00,58,1182,,,
5490,1574,1051,00990320,530101  ,0000010039507,多力米4KG                               ,1,295.00,295,1182,,,
5491,1574,1051,00990412,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,102.00,102,900,,,
5491,1574,1051,00990412,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,102.00,102,900,,,
5491,1574,1051,00990412,120401  ,0000010000838,台南黑橋牌香腸(原味)-370g               ,1,99.00,99,900,,,
5491,1574,1051,00990412,310805  ,0000010034031,活力ohiyo桂冠筍香包 (6粒)               ,1,52.00,52,900,,,
5491,1574,1051,00990412,410505  ,0000010005282,味全上口脆瓜-170g                       ,1,28.00,28,900,,,
5491,1574,1051,00990412,410505  ,0000010005282,味全上口脆瓜-170g                       ,1,28.00,28,900,,,
5491,1574,1051,00990412,410505  ,0000010005244,青葉麵筋-200g                           ,5,28.00,140,900,,,
5491,1574,1051,00990412,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,900,,,
5492,1574,1051,00990412,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,102.00,102,942,,,
5492,1574,1051,00990412,120105  ,0000000006834,台灣黑毛豬小排骨塊                      ,1,102.00,102,942,,,
5492,1574,1051,00990412,120401  ,0000010000838,台南黑橋牌香腸(原味)-370g               ,1,99.00,99,942,,,
5492,1574,1051,00990412,310805  ,0000010034031,活力ohiyo桂冠筍香包 (6粒)               ,1,52.00,52,942,,,
5492,1574,1051,00990412,410201  ,0000010006553,金蘭甘醇油膏590ml                       ,1,42.00,42,942,,,
5492,1574,1051,00990412,410505  ,0000010005282,味全上口脆瓜-170g                       ,1,28.00,28,942,,,
5492,1574,1051,00990412,410505  ,0000010005282,味全上口脆瓜-170g                       ,1,28.00,28,942,,,
5492,1574,1051,00990412,410505  ,0000010005244,青葉麵筋-200g                           ,5,28.00,140,942,,,
5492,1574,1051,00990412,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,942,,,
5493,1574,1051,00990605,110201  ,0000000000529,泰國特選白秋蝦仁                        ,1,79.00,79,756,,,
5493,1574,1051,00990605,120401  ,0000010000838,台南黑橋牌香腸(原味)-370g               ,1,136.00,136,756,,,
5493,1574,1051,00990605,210101  ,0000000001878,台灣韭菜花                              ,1,36.00,36,756,,,
5493,1574,1051,00990605,221108  ,0000000007431,台灣荔枝(玉荷包)                        ,1,118.00,118,756,,,
5493,1574,1051,00990605,311001  ,0000030004582,農佳洗選蛋(10入)                        ,1,38.00,38,756,,,
5493,1574,1051,00990605,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,756,,,
5494,1574,1051,00990811,210101  ,0000010001069,台灣芹菜                                ,1,30.00,30,874,,,
5494,1574,1051,00990811,510601  ,0000010013603,一匙靈制菌洗衣粉-2kg                    ,5,99.00,495,874,,,
5494,1574,1051,00990811,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,874,,,
5495,1574,1051,00991011,310503  ,0000010062397,味全金穗豆漿-946ml                      ,1,26.00,26,181,,,
5495,1574,1051,00991011,310503  ,0000010062397,味全金穗豆漿-946ml                      ,1,26.00,26,181,,,
5495,1574,1051,00991011,530101  ,0000030011742,米圃精饌米-4kg                          ,1,129.00,129,181,,,
5610,1230,1051,00990727,310102  ,0000010059874,光泉低脂鮮乳1857ml                      ,1,125.00,125,414,,,
5610,1230,1051,00990727,530101  ,0000010021528,大橋越光米 -3kg                         ,1,289.00,289,414,,,
5724,1049,1051,00980318,410505  ,0000010064025,愛之味鮮味脆瓜_180g*3入                 ,1,79.00,79,358,,,
5724,1049,1051,00980318,410505  ,0000010064024,愛之味土豆麵筋_170g*3入                 ,1,79.00,79,358,,,
5724,1049,1051,00980318,410505  ,0000010005210,愛之味鮮味脆瓜180g                      ,1,30.00,30,358,,,
5724,1049,1051,00980318,410505  ,0000010005210,愛之味鮮味脆瓜180g                      ,-1,30.00,-30,358,,,
5724,1049,1051,00980318,420102  ,0000010009375,日清K'O奶油檸檬三明治-165g              ,1,55.00,55,358,,,
5724,1049,1051,00980318,420302  ,0000030008024,卡迪那巨浪厚切經典牛排-50g              ,1,16.00,16,358,,,
5724,1049,1051,00980318,530101  ,0000010077954,中興無洗台梗九號米-2kg                  ,1,129.00,129,358,,,
5751,1805,1051,00981005,210702  ,0000010035666,榖堡燕麥(300g)                          ,1,32.00,32,161,,,
5751,1805,1051,00981005,530101  ,0000010066964,中興越光米1.5KG                         ,1,129.00,129,161,,,
5755,1105,1051,00990421,310202  ,0000010077272,LCA506活菌原味發酵(5入)100ml            ,1,25.00,25,432,,,
5755,1105,1051,00990421,310202  ,0000010077918,養樂多300Light活菌發酵乳                ,3,39.66,119,432,,,
5755,1105,1051,00990421,310807  ,0000010057896,冷凍火腿混蔬                            ,1,65.00,65,432,,,
5755,1105,1051,00990421,310807  ,0000010057872,冷凍青豆仁                              ,1,53.00,53,432,,,
5755,1105,1051,00990421,410901  ,0000010072425,桂格三合一麥片健康低糖30g*10            ,1,67.00,67,432,,,
5755,1105,1051,00990421,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,432,,,
5755,1105,1051,00990421,530101  ,0000030009810,三好履歷益全香米1KG                     ,1,101.00,101,432,,,
6021,1749,1051,00991220,510907  ,0000010037713,地基主金                                ,1,42.00,42,202,,,
6021,1749,1051,00991220,530101  ,0000010074784,池上芋香香米-1.5kg                      ,1,160.00,160,202,,,
6022,1960,1051,00980227,530101  ,0000010041307,米圃池上壽司米-4kg                      ,1,240.00,240,438,,,
6022,1960,1051,00980227,530102  ,0000010045925,三好免浸糙米-2.5KG                      ,1,198.00,198,438,,,
6023,1960,1051,00990303,530101  ,0000010021565,池農池上米-5kg                          ,1,349.00,349,349,,,
6039,1426,1051,00980124,311001  ,0000010045048,古早蛋(10粒)-L                          ,1,85.00,85,4033,,,
6039,1426,1051,00980124,311003  ,0000010028641,冠軍元氣滿滿-6粒                        ,1,54.00,54,4033,,,
6039,1426,1051,00980124,410101  ,0000010006514,青春三元素葵花油2L                      ,1,249.00,249,4033,,,
6039,1426,1051,00980124,410103  ,0000010007122,囍瑞純橄欖油1L                          ,1,395.00,395,4033,,,
6039,1426,1051,00980124,410203  ,0000010006599,可果美蕃茄醬(小)-340g                   ,1,42.00,42,4033,,,
6039,1426,1051,00980124,410204  ,0000010028485,台糖結晶冰糖1kg                         ,1,65.00,65,4033,,,
6039,1426,1051,00980124,410206  ,0000010071336,味好美白胡椒粉_30g                      ,1,40.00,40,4033,,,
6039,1426,1051,00980124,410208  ,0000010071618,統一生機天然海鹽300g                    ,1,55.00,55,4033,,,
6039,1426,1051,00980124,410208  ,0000010071618,統一生機天然海鹽300g                    ,1,55.00,55,4033,,,
6039,1426,1051,00980124,410306  ,0000010020865,日正中筋麵粉  500G                      ,1,25.00,25,4033,,,
6039,1426,1051,00980124,410306  ,0000010020864,日正高筋麵粉  500G                      ,1,25.00,25,4033,,,
6039,1426,1051,00980124,410903  ,0000010006284,阿華田巧克力麥芽650G                    ,1,199.00,199,4033,,,
6039,1426,1051,00980124,411101  ,0000010008073,桂格即沖即食大燕麥片800g                ,1,125.00,125,4033,,,
6039,1426,1051,00980124,420306  ,0000010012122,萬歲牌蜜汁腰果-180g                     ,1,89.00,89,4033,,,
6039,1426,1051,00980124,420403  ,0000010010659,金莎巧克力-T16                          ,1,165.00,165,4033,,,
6039,1426,1051,00980124,420604  ,0000010010897,盛香珍大三元三色桶                      ,1,369.00,369,4033,,,
6039,1426,1051,00980124,510201  ,0000030004351,靠得住健康淨味護墊標準型淨味香氛25片    ,1,49.00,49,4033,,,
6039,1426,1051,00980124,510801  ,0000030007508,妙潔萬用料理紙                          ,1,58.00,58,4033,,,
